Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
103,1.0,0.994700014591217,"버핏, 애플, 삼성전자, 사용, 아이폰, 회장, 삼성, 5, 모델, 말","['애플', '3대', '주주', '투자', '귀재', '워런', '버핏', '사용', '휴대폰', '20달러약', '2만2759원', '상당', '폴더폰', '28일현지시간', '미국', '경제매체', '워런', '버핏', '버크', '해서웨', '회장', '삼성전자', 'SCHU320', '제품', '사용', '스마트폰', '피처폰', '이베', '쇼핑몰', '2030달러', '선', '거래', '버핏', '회장', '애플', '주식', '5', '5', '보유', '3대', '주주', '애플', '버크셔해서웨이', '최대', '투자처', '버크셔해서웨이', '버핏', '회장', '애플', '대표제품', '사용', '셈', '버핏', '회장', '아이패드', '활용', '주가', '확인', '조사', '삼성전자', 'SCHU320', '모델출처아마존닷컴', '캡쳐버핏', '회장', '오찬', '강연', '전화', '내게로', '알렉산더', '그레이엄', '벨최초', '전화', '발명가', '스코틀랜드', '출신', '과학자', '거', '깜박', '농담', '애플', '발표', '콘텐츠', '사업', '전략', '언급', '버핏', '회장', '애플', '엔터테인먼트', '시장', '진출', '두가지', '실수', '감수', '애플', '관심', '단기적', '차원', '애플', '브랜드', '생태계', '튼튼', '거', '때문', '팀', '애플', '최고경영자CEO', '25일현지시간', '미국', '캘리포니아주', '쿠퍼티노', '스티브', '잡스', '극장', '플러스', '동영상', '스트리밍', '서비스', '발표', '10억달러약', '1조1300억원', '자체', '제작', '콘텐츠', '한편', '다양한', '업체', '콘텐츠', '제공', '넷플릭스', '경쟁', '전략', '외', '뉴스', '게임', '다양한', '콘텐츠', '구독', '사업', '전개', '바', '한편', '버핏', '회장', '지인', '아이폰X', '사실', '털어놨다', '동료', '아이폰X', '사용', '있진', '사용', '팀', '버핏', '회장', '아이폰', '세팅하', '오마하버핏', '회장', '거주지', '화답']"
104,1.0,0.994700014591217,"버핏, 애플, 삼성전자, 사용, 아이폰, 회장, 삼성, 5, 모델, 말","['애플', '3대', '주주', '투자', '귀재', '워런', '버핏', '사용', '휴대폰', '20달러약', '2만2759원', '상당', '폴더폰', '28일현지시간', '미국', '경제매체', '워런', '버핏', '버크', '해서웨', '회장', '삼성전자', 'SCHU320', '제품', '사용', '스마트폰', '피처폰', '이베', '쇼핑몰', '2030달러', '선', '거래', '버핏', '회장', '애플', '주식', '5', '5', '보유', '3대', '주주', '애플', '버크셔해서웨이', '최대', '투자처', '버크셔해서웨이', '버핏', '회장', '애플', '대표제품', '사용', '셈', '버핏', '회장', '아이패드', '활용', '주가', '확인', '조사', '삼성전자', 'SCHU320', '모델출처아마존닷컴', '캡쳐버핏', '회장', '오찬', '강연', '전화', '내게로', '알렉산더', '그레이엄', '벨최초', '전화', '발명가', '스코틀랜드', '출신', '과학자', '거', '깜박', '농담', '애플', '발표', '콘텐츠', '사업', '전략', '언급', '버핏', '회장', '애플', '엔터테인먼트', '시장', '진출', '두가지', '실수', '감수', '애플', '관심', '단기적', '차원', '애플', '브랜드', '생태계', '튼튼', '거', '때문', '팀', '애플', '최고경영자CEO', '25일현지시간', '미국', '캘리포니아주', '쿠퍼티노', '스티브', '잡스', '극장', '플러스', '동영상', '스트리밍', '서비스', '발표', '10억달러약', '1조1300억원', '자체', '제작', '콘텐츠', '한편', '다양한', '업체', '콘텐츠', '제공', '넷플릭스', '경쟁', '전략', '외', '뉴스', '게임', '다양한', '콘텐츠', '구독', '사업', '전개', '바', '한편', '버핏', '회장', '지인', '아이폰X', '사실', '털어놨다', '동료', '아이폰X', '사용', '있진', '사용', '팀', '버핏', '회장', '아이폰', '세팅하', '오마하버핏', '회장', '거주지', '화답']"
105,0.0,0.9932000041007996,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['웨딩컨설팅', '엄선', '웨딩업체들', '구성한', '삼성전자', '다이렉트', '부산웨딩박람회이하', '부산삼성웨딩박람회', '부산지역', '예비신랑·신부들', '사전예약', '초대권', '신청', '29일', '사진제공노블리안오', '30일31', '열리', '부산삼성웨딩박람회', '국내', '대규모', '가전제품', '전시장', '중', '삼성전자', '부산본점', '진행', '호응', '18개', '스튜디오', '11개', '드레스', '50개', '웨딩홀', '57개', '혼수·여행업체', '결혼식', '관련', '136개', '업체', '참여', '부산', '최대', '규모', '웨딩박람회', '전망', '업체', '참여', '다양한', '혜택', '준비', '행사', '관계자', '웨딩컨설팅', '웨딩플래너', '11', '전문', '웨딩케어', '비롯', '부산', '인기', '스드메스튜디오', '웨딩드레스', '메이크업', '웨딩패키지', '상담', '할', '웨딩홀', '대관', '지원', '혜택', '제공', '웨딩드레스', '무료', '피팅', '서비스', '신혼여행', '결혼한복', '결혼예물', '결혼예복', '다양한', '상품', '최대', '50', '할인', '가격', '결혼준비', '웨딩커뮤니티카페', '부산결사모', '회원들', '웨딩케어', '서비스', '만', '사은품', '증정', '경품', '행사', '진행', '예정', '중', '경품', '행사', '30일토', '3부다이아몬드', '31일', '루이비통', '명품가방', '경품', '준비', '당', '오후', '4시', '행사장', '현장', '추첨', '응모방법', '자세한', '내용', '삼성전자', '다이렉트', '부산웨딩박람회', '홈페이지', '확인', '사전예약', '초대권', '신청', '홈페이지']"
106,0.0,0.9932000041007996,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['웨딩컨설팅', '엄선', '웨딩업체들', '구성한', '삼성전자', '다이렉트', '부산웨딩박람회이하', '부산삼성웨딩박람회', '부산지역', '예비신랑·신부들', '사전예약', '초대권', '신청', '29일', '사진제공노블리안오', '30일31', '열리', '부산삼성웨딩박람회', '국내', '대규모', '가전제품', '전시장', '중', '삼성전자', '부산본점', '진행', '호응', '18개', '스튜디오', '11개', '드레스', '50개', '웨딩홀', '57개', '혼수·여행업체', '결혼식', '관련', '136개', '업체', '참여', '부산', '최대', '규모', '웨딩박람회', '전망', '업체', '참여', '다양한', '혜택', '준비', '행사', '관계자', '웨딩컨설팅', '웨딩플래너', '11', '전문', '웨딩케어', '비롯', '부산', '인기', '스드메스튜디오', '웨딩드레스', '메이크업', '웨딩패키지', '상담', '할', '웨딩홀', '대관', '지원', '혜택', '제공', '웨딩드레스', '무료', '피팅', '서비스', '신혼여행', '결혼한복', '결혼예물', '결혼예복', '다양한', '상품', '최대', '50', '할인', '가격', '결혼준비', '웨딩커뮤니티카페', '부산결사모', '회원들', '웨딩케어', '서비스', '만', '사은품', '증정', '경품', '행사', '진행', '예정', '중', '경품', '행사', '30일토', '3부다이아몬드', '31일', '루이비통', '명품가방', '경품', '준비', '당', '오후', '4시', '행사장', '현장', '추첨', '응모방법', '자세한', '내용', '삼성전자', '다이렉트', '부산웨딩박람회', '홈페이지', '확인', '사전예약', '초대권', '신청', '홈페이지']"
107,5.0,0.9936000108718872,"삼성전자, 협력사, 부회장, 김기남, 삼성, 갤럭시, 행사, 환경안전, 대표이사, 이날","['삼성전자', '삼성SDI', '전자·부품', '계열사', '경영진', '임원', '자리', '사업장', '전', '강화', '다짐', '지난해', '반도체', '사업장', '발생', '가스', '누출', '전', '강화', '최우선', '순위', '삼성전자', '연', '전', '행보', '계속', '김기남', '대표이사', '부회장', '전', '강조', '경각심', '분위기', '삼성전자', '삼성디스플레이', '삼성SDI', '삼성전기', '관계사', '삼성바이오로직스', '29일', '삼성전자', '화성캠퍼스', '부품연구동DSR', '환경안전', '분야', '역량', '강화', '2019', '환경안전', '혁신Day', '진행', '2019', '환경안전', '혁신', '부품사', '주관', '첫', '번', '행사', '앞', '순회적', '개최', '환경안전', '역량', '지속적', '강화', '계획', '삼성전자', '부문', '주관', '이날', '행사', '대표이사', '사업부장', '제조센터장', '해외', '생산법인장', '환경안전부', '책임자', '주요', '경영진', '임원', '100', '명', '한자리', '안전', '사업장', '구축', '의지', '참석자들', '혁신적', '안전', '사업장', '구현', '방법', '전문가', '강연', '환경안전', '분야', '우수', '혁신', '사례', '발표', '전시물', '관람', '노하우', '공유', '김기남', '삼성전자', '대표이사', '부회장', '환경안전문화', '비용', '지출', '소비적', '가치', '투자', '경쟁력', '생산적', '가치', '변화', '세계최고', '전', '사업장', '조성', '인간', '기술', '환경', '개발', '공존', '공영', '미래', '개척', '당부']"
108,5.0,0.9918000102043152,"삼성전자, 협력사, 부회장, 김기남, 삼성, 갤럭시, 행사, 환경안전, 대표이사, 이날","['삼성전자005930', '삼성디스플레이', '삼성SDI006400', '삼성전기009150', '부품관계사', '삼성바이오로직스207940', '29일', '삼성전자', '화성캠퍼스', '부품연구동DSR', '환경안전', '분야', '역량', '강화', '2019', '환경안전', '혁신', '데이Day', '개최', '삼성전자', '디바이스', '솔루션부문', '주관', '이날', '행사', '대표이사', '사업부장', '제조센터장', '해외', '생산법인장', '환경안전부', '책임자', '주요', '경영진', '임원', '100', '명', '한자리', '안전', '사업장', '구축', '의지', '이날', '참석자들은혁신적', '안전', '사업장', '구현', '방법', '전문', '강연', '환경안전', '분야', '우수', '혁신', '사례', '발표', '전시물', '관람', '경험', '공유', '김기남', '삼성전자', '부회장', '“환경안전문화', '비용', '지출', '소비적', '가치', '투자', '경쟁력', '생산적', '가치', '변화', '있다”며', '“세계최', '전', '사업장', '조성', '인간', '기술', '환경', '개발', '공존', '공영', '미래', '개척', '나가자”고', '당부', '한편', '2019', '환경안전', '혁신', '부품사', '주관', '첫', '행사', '순회', '개최', '환경안전', '역량', '지속적', '강화', '계획']"
109,2.0,0.9722999930381775,"삼성전자, 시장, 광고, 8K, 영입, 분야, 글로벌, 화웨, 화웨이, 사업","['서울연합뉴스', '삼성전자', '4차', '산업혁명', '관련', '기술', 'AI·빅데이터·로봇', '분야', '역량', '강화', '미국', '하버드대학교', '위구연', '교수', '펠로우Fellow', '영입', '31일', '펠로우', '삼성전자', '세계', '최고', '수준', '기술력', '보유', '전문가', '부', '회사', '연구', '분야', '최고직']"
110,2.0,0.921999990940094,"삼성전자, 시장, 광고, 8K, 영입, 분야, 글로벌, 화웨, 화웨이, 사업","['서울연합뉴스', '삼성전자', '무선사업부', '리테일·이커머스', '총괄', '부사장', '윌리엄', '부사장', '영입', '31일']"
111,0.0,0.5153999924659729,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['5G5세대', '이동통신', '시대', '개막', '스마트폰', '조사', '삼성전자', '기대수요', '승부수', '출고가', '눈치', '작전', '속', '공격적', '가격안', '내놨고', '삼성전자', '폴더블Foldable·접히', '형태', '제품', '바람몰이', '시도', '31일', '다음달', '19일', '5G', '스마트폰', 'V50', '씽큐', '출고', '119만9000원', '이동통신3사', '자급제', '채널', '출시', '5월', '말', '구매시', '6', '2인치', '유기발광다이오드', '화면', '듀얼스크린21만9000원', '상당', '장치', '무상', '증정', '삼성전자', '2주', '다음달', '5일', '갤럭시S10', '5G', '공식', '출시', '예정', '출고', '256GB', '제품', '139만7000원', '512GB', '제품', '155만원', 'V50', '씽큐', '듀얼', '스크린', '장치', '모습', '제공◇공격적', '가격', '승부', 'V50', '씽큐LG전자', '“글로벌', '통신환경', '5G', '변화', '가운데', '고객들', '비용', '부담', '초', '5G', '스마트폰', '시장확대', '걸림돌', '지적', '점', '고려했다”며', '“고객들', '체감할', '출고가', '데', '주력했다”고', '설명', 'V50', '씽큐', '고성능', '사양', '공격적', '출고가', '초', '5G', '스마트폰', '시장', '확대', '선도', '의미', '지난달', '서울', '강서구', '사이언스파크', '기자간담회', '권봉석', '사업본부장사장', '“초', '출시', '5G', '스마트폰', '가격', '미화', '기준', '1천', '가격', '책정', '시장', '확대', '관건', '것”', '강조', '바', '초', '구매자', '듀얼', '스크린', '무료제공', '경쟁사', '저렴한', '가격', '5G', '경험', '전략', '방향', '확립', '듀얼스크린', '게임', '멀티태스킹', '관계사', 'LG유플러스', '협업', '서비스', '제공', '계획', '권', '사장', '지난달', '간담회', '이동통신', '사업자', '서비스', '아이디어', '언급', '바', 'LG유플러스', '5G', '기반', '서비스U프로야구', '골프', '아이돌Live', '업데이트', '다양', '증강현실AR·가상현실VR', '기능', '구체화', '개막', '프로야구', '트윈스', '광고', 'G8', '씽큐', '대', 'V50', '씽큐', '광고', '전면', '배치', '출시', '마케팅', '활동', '강화', '◇2주', '5G', '출격', '삼성', '폴더블', '마케팅도삼성전자', '20', '공지', '갤럭시S10', '5G', '출시일', '4월', '5일', '명시', '사전', '예약', '판매', '프로모션', '출시', '기념', '프로모션', '대체해', '진행', '구매자', '무선', '이어셋', '갤럭시버즈', '무상', '제공', '5G', '제품', '출시', '갤럭시S10e', '기존', '출시', '제품', '프로모션', '강화', '폴더블', '스마트폰', '갤럭시폴드', '분위기', '반전', '활동', '시작', '28일', '회사', '공식', '소식전달', '창구', '삼성뉴스룸', '갤럭시폴드', '폈다하', '시험', '과정', '영상', '공개', '사업장', '내', '신뢰성', '랩', '5년', '하루', '100회', '동작', '가정한', '엄격', '시험', '성능', '입증', '설명', '삼성', '갤럭시폴드', '테스트', '영상', '캡처지난달', '공개', '정의석', '삼성전자', '무선사업부', '소프트웨어', '인공지능AI', '총괄', '부사장', '인터뷰', '“갤럭시', '폴드', '과정', '장벽', '같았다”며', '“우리', '기본', '재료', '하드웨어', '소프트웨어', '애플리케이션', '호환성', '재창조했다”고', '설명', '구글', '안드로이드', '개발자', '커뮤니티', '협업', '“삼성만', '소유물', '범용적', '안드로이드', '사용환경', '구현”하는데', '주력', '“다양한', '앱들', '갤럭시', '폴드', '특성', '협업', '지원', '것”']"
112,0.0,0.9954000115394592,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['세계', '첫', '5G', '스마트폰5', '한국', '출시', 'V50', '씽큐', '19일', '경쟁', '본격화세계', '최초', '5세대5G', '이동통신', '스마트폰', '삼성전자', '갤럭시10', '5G', '256GB', '모델', '출고가가', '139만7000원', '확정', '갤럭시10', '5G', '512GB', '모델', '155만6500원', '첫', '5G', '스마트폰', 'V50', '씽큐', '출고', '당초', '예상', '119', '9000원', '삼성전자', '5일', '이통', '3사', '갤럭시S10', '5G', '국내', '공식', '출시', '갤럭시S10', '5G', '글로벌', '시장', '가운데', '우리나라', '출시', '19일', '이통', '3사', '자급제', '채널', 'V50', '씽큐', '국내', '출시', 'V50', '씽큐', '출고가', '119', '9000원', '결정한', '거', '성능', '공격적', '가격', '초', '5G', '스마트폰', '시장', '확대', '선도', '의미', '해석', '삼성전자', '2주일', '격', '5G', '스마트폰', '출시', '양사', '5G', '경쟁', '본격화', '전망', '삼성전자', '갤럭시S10', '5G', '출시', '기념', '프로모션', '마련', '516일', '갤럭시S10', '5G', '구매', '이후', '개통', '고객', '대상', '무선', '이어폰', '갤럭시', '버즈', '무선', '충전', '패키지', '디스플레이', '파손', '교체', '비용', '50', '현장', '할인1년', '1회', '제공', '첫', '5G', '스마트폰', '출시', '기념', '5월', '말', 'V50', '씽큐', '구매', '고객', '전용', '액세서리', '듀얼', '스크린21만', '9000원', '무상', '증정', '듀얼', '스크린', '고객', '실용성', '활용', '범위', '인정', '5G', '스마트폰', '최적', '액세서리', '있다LG전자', '듀얼', '스크린', '차별화', '5G', '사용자', '경험', '제공', '방침', '이통', '3사', '1일', '5G', '전략', '비롯', '5G', '서비스·콘텐츠', '발표', '예정', '지난달', '29일', '5G', '전용', '요금제', '발표', 'LG유플러스', '텔레콤', '주', '5G', '전용', '요금제', '공개']"
113,2.0,0.9951000213623047,"삼성전자, 시장, 광고, 8K, 영입, 분야, 글로벌, 화웨, 화웨이, 사업","['삼성전자', '인공지능AI', '빅데이터', '미래', '사업', '핵심인재', '영입', '31일', '삼성전자', '연구', '역량', '강화', '미국', '하버드대학교', '위구연사진', '교수', '펠로우Fellow', '영입', '펠로우', '삼성전자', '세계', '최고', '수준', '기술력', '보유', '전문가', '부', '회사', '연구', '분야', '최고직', '위', '펠로우', '삼성리서치', '인공신경망', '기반', '차세대', '프로세서', '관련', '연구', '2013년', '세계', '최소형', '비행', '곤충', '로봇', '로보비', '센서엑추에이터프로세서', '핵심', '기술', '개발해', '학계', '주목', '삼성전자', '빅데이터', '분석', '전문가', '장우승', '박사', '무선사업부', '빅데이터', '개발', '총괄', '전무', '영입', '장', '전무', '미국', '미주리대학교', '산업공학', '교수', '역임', '아마존', '관련', '업무', '담당', '삼성전자', '한국과학기술연구원KIST', '의료로봇연구단장', '역임', '로봇공학', '박사', '출신', '강성철', '박사', '전무', '영입', '로봇', '기술개발', '강화', '삼성전자', '마케팅', '관련', '인재들', '영입', '글로벌', '디지털', '마케팅', '전문', '윌리엄', '전', '올세인츠', '최고경영자CEO', '무선사업부', '리테일이커머스', '총괄', '부사장', '영입', '부사장', '패션', '브랜드', '구찌', '버버리', '경험', '2012년', '영국', '패션', '브랜드', '올세인츠', '영입', '바', '폭스바겐', '민승재', '미국', '디자인센터', '총괄', '디자이너', '디자인경영센터', '상무', '영입', '디자인', '역량', '강화', '상무', '선행', '디자인', '전략', '수립', '기획', '삼성전자', '관계자', '“지난해', '분야', '세계적', '석학', '미국', '프린스터대학교', '세바스찬', '승', '교수', '코넬테크', '다니엘', '리', '교수', '삼성리서치', '부사장', '영입', '국내외', '우수', '인재들', '지속적', '영입', '있다”며', '“앞으로', '삼성전자', '다양한', '사업', '분야', '우수', '인재', '영입', '확대', '방침”', '말']"
114,0.0,0.9944999814033508,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['티몬', '4월', '첫', '티몬데', '판매상품', '31일', '공개', '티몬데', '티몬', '월요일', '진행', '타임세일', '행사', '내달', '1', '0시', '애플', '무선이어폰', '에어팟', '9만9000원', '20대', '판매', '오전', '1시', '보라카', '세미', '패키지', '6', '상품', '29만9000원', '150개', '56월', '출발', '상품', '오전', '10시', '삼성전자', '스탠드', '에어컨AF16N5779WZK', '온라인', '최저', '대비', '25', '할', '한', '99만원', '10대', '오전', '11시', '제주', '편', '항공권', '990원', '50매', '판매', '이날', '정오', '페라가모', '숄더백을49만9000원', '10개', '오후', '3시', '영국', '명품', '도자', '포트메리온', '보타닉', '접시', '온라인', '최저', '대비', '48', '저렴한', '4900원', '100개', '오후', '8시', '시세', '센카', '퍼펙트', '휩', '990원', '100개', '판매', '401원', '적립금', '무료', '쇼핑', '가능', '소화', '우유', '190ml', '4팩', '묶음', '순면', '쿠션', '커버', '액세서리', '제주', '방림원', '입장권', '42종', '상품', '약', '5만개', '401원', '판매', '전', '상품', '무료', '배송', '5000개', '수량', '확보', '상품들', '준비', '다량', '수량', '준비', '대표', '상품', '포에버21', '신상의류6000원대', '지오다노', '신상품', '5000원', '나이키', '운동화', '3만4000원', '켄싱턴', '호텔', '앤', '리조트', '숙박권9000원대', '여수', '히든베이호텔8만7000원대', '타임쿠폰', '다운', '최대', '50', '추', '할인', '가능', '이날', '하루', '티몬', '전', '상품', '현대카드', '결제', '시', '50', '포인트', '결제할']"
115,0.0,0.9944000244140625,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['첫', '5G', '스마트폰', 'V50', '씽큐', '다음달', '19일', '이동통신', '3사', '자급제', '채널', '국내', '출시', '계획', 'V50', '씽큐', '6', '4인치', '올레드', '디스플레이', '전면', '2개', '후', '3개', '카메라', '저장용량', '128GB', '배터리', '용량', '4000mAh다', '출고', '119만9000원', '삼성전자', '5G', '스마트폰', '갤럭시S10', '5G보다', '약', '20만원', '저렴', '갤럭시S10', '5G', '256GB', '모델', '139만7000원', '512GB', '모델', '155만6500원', '가격', '책정', '5G', '스마트폰', '원', '상승', '요인', '점', '감안', '110만원', '대', '가격', '책정', '이례적', '고객', '비용', '부담', '초', '5G', '스마트폰', '시장확대', '걸림돌', '점', '출고가', '데', '주력', '설명', '5G', '스마트폰', '전용', '모뎀', '안테나', '5G', '신호', '처리부품', '대용량', '배터리', '강력한', '방열장치', '5G', '성능', '안정적', '구현', '장치', '첫', '5G', '스마트폰', '출시', '폴더블폰', '대응', '폼팩터로', '전용', '액세서리', '듀얼', '스크린', '탈착식', '플립', '커버', '쪽', '6', '2인치', '올레드', '화면', '필요', '부착', '화면', '2개', '이용', '듀얼', '스크린', '5G', '시대', '게임', '대용량', '콘텐츠', 'AR증강현실', '가상현실', '구현', '데', '유리', '가격', '21만9000원', '5월', '말', 'V50', '씽큐', '구매', '고객', '듀얼', '스크린', '무상', '증정', 'V50', '씽큐', '성능', '공격적', '출고가', '초', '5G', '스마트폰', '시장', '확대', '선도', '강조']"
116,0.0,0.9932000041007996,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['삼성전자', '첫', '5G', '스마트폰', '출시', '일정', '가격', '공개', '자사', '첫', '5G', '스마트폰', 'V50', '씽큐', '다음달', '19일', '국내', '출시', '31일', '제품', '6', '4인치', '올레드', '디스플레이', '전면', '2개', '후', '3개', '카메라', '저장용량', '128GB', '배터리', '용량', '4000mAh다', '출고', '119만9000원', '삼성전자', '갤럭시S10', '5G보다', '약', '20만원', '저렴', '갤럭시S10', '5G', '256GB', '모델', '139만7000원', '512GB', '모델', '155만6500원', '가격', '책정', '“5G', '스마트폰', '원', '상승', '요인', '점', '감안', '110만원', '대', '가격', '책정', '이례적”이라', '“고객', '비용', '부담', '초', '5G', '스마트폰', '시장확대', '걸림돌', '점', '출고가', '데', '주력했다”고', '설명', '첫', '5G', '스마트폰', '출시', '폴더블폰', '대응', '폼팩터로', '전용', '액세서리', '듀얼', '스크린', '탈착식', '플립', '커버', '쪽', '6', '2인치', '올레드', '화면', '필요', '부착', '화면', '2개', '이용', '듀얼', '스크린', '5G', '시대', '게임', '대용량', '콘텐츠', 'AR증강현실', '가상현실', '구현', '데', '유리', '가격', '21만9000원', '5월', '말', 'V50', '씽큐', '구매', '고객', '듀얼', '스크린', '무상', '증정']"
117,2.0,0.9927999973297119,"삼성전자, 시장, 광고, 8K, 영입, 분야, 글로벌, 화웨, 화웨이, 사업","['프로세서', '연구', '위구연', '교수', '포함', '빅데이터·디지털', '마케팅', '전문', '영입삼성전자', '4차', '산업혁명', '미래', '사업', '육성', '주력', '사업', '강화', '핵심', '인재', '영입', '삼성전자', '인공지능AI·빅데이터·로봇', '분야', '역량', '강화', '미국', '하버드대', '위구연', '교수사진', '펠로Fellow', '영입', '펠로', '삼성전자', '세계', '최고', '수준', '기술력', '보유', '전문가', '부', '연구', '분야', '최고직', '위', '펠로', '삼성리서치', '인공신경망', '기반', '차세대', '프로세서', '관련', '연구', '저전력·고성능', '프로세서', '분야', '세계적', '석학', '위', '펠로', '2002년', '하버드대', '전기공학', '컴퓨터과학', '교수', '재직', '지난해', '석좌교수', '임명', '삼성전자', '빅데이터', '분석', '전문가', '장우승', '박사', '무선사업부', '빅데이터', '개발', '총괄', '전무', '영입', '장', '전무', '미국', '미주리대', '산업공학', '교수', '아마존', '관련', '업무', '담당', '삼성전자', '주력', '사업', '경쟁력', '강화', '영국', '패션업체', '올세인츠', '최고경영자CEO', '글로벌', '디지털', '마케팅', '전문', '윌리엄', '김', '무선사업부', '리테일·이커머스', '총괄', '부사장', '영입', '삼성전자', '“다양한', '사업', '분야', '우수', '인재', '영입', '확대', '것”']"
118,0.0,0.9977999925613403,"5G, 스마트폰, 출시, 삼성전자, 가격, V50, 갤럭시S10, 씽큐, 듀얼, 모델","['4월', '5G', '기술', '탑재한', '신형', '스마트폰', '대결', '본격화', '삼성전자', '자사', '신기술', '집약', '5G', '탑재', '스마트폰', '안정적', '5G', '기술', '구현', '가성비', '폰', '마케팅', '총공세', '삼성전자', '세계', '최초', '타이틀', '강조', '4월', '5일', '국내', '5G', '스마트폰', '갤럭시', 'S10', '5G', '기존', '출시', '제품', '점', '6', '7인치', '디스플레이', '탑재해', '갤럭시S', '시리즈', '중', '화면', '장착', '후', '쿼드4개', '카메라', '전면', '듀얼', '카메라', '6개', '카메라', '내장', '배터리', '4500mAh', '기존', '갤럭시', '모델', '중', '용량', '갤럭시', 'S10', '5G', '모델', '속도', '향상', '5G', '최고', '속', '20Gbps', '기존', '4G보다', '전송속도', '20배', '가량', '2GB', '영화', '1편', '다운로드', '데', '기존', '평균', '16초', '5G', '버전', '0', '8초', '단축', '셈', '이외', '5G', '모바', '게임', '대용량', '가상현실VR', '증강현실AR', '콘텐츠', '클라우드', '게임', '서비스', '최적', '상태', '선명', '4K', '화질', '영상', '통화', '가능', '가격', '기존', '프리미엄폰', '대비', '1', '5배', '편', '제품', '출고', '256GB기준', '139만7000원', '512GB', '155만6500원', '확정', '당초', '업계', '예상', '10만원', '가량', '책정', '기존', '4G', '폰보다', '512GB모델', '경우', '4G폰', '기존', '갤럭시S10', '모델', '비교해', '약', '25만원', '정도', '가량', '가격', '삼성전자', '출시', '기념', '프로모션', '강화', '삼성전자', '구매자', '무선', '이어셋', '갤럭시버즈', '무선충전', '패키지', '디스플레이', '파손', '교체', '비용', '50', '현장', '할인1년', '1회', '제공', '프로모션', '진행', '방침', '프로모션', '출시', '당일', '5일', '16일', '진행', '5G', '버전', '스마트폰', 'V50씽큐', '제공LG전자LG전자', '19일', '첫번', '5G', '스마트폰', 'V50', '씽큐', '공개', '가성비', '5G폰', '구매', '부담', '한편', '5G', '기술', '안정적', '환경', '조건', '구현', '점', '강조', 'V50', '씽큐', '출고', '128GB기준', '119만9000원', '당초', '예상', '가격', '갤럭시S10', '5G모델보다', '약', '19만원', '저렴', '낮', '출고', '전략', '초', '5G', '스마트폰', '시장', '확대', '선도하기', '풀이', '삼성전자', '2주', '출시이긴', '출고가', '공개', '이유', '소비자들', '의도', '관측', '“기존', '4G폰', '대비', '5G폰', '원가', '상승', '감안', '110만원', '가격', '책정', '이례적”이라', '“고객', '비용', '부담', '초', '5G', '스마트폰', '시장확대', '걸림돌', '점', '출고가', '데', '주력했다”고', '강조', 'V50', '씽큐', '5G', '기술', '적합', '속도', '발열', '배터리', '성능', '개선', '칩셋', '퀄컴', '최신', '퀄컴', '스냅드래곤', '855', '모바', '플랫폼', '장착', '소프트웨어', '최적화', '정보처리', '속도', '배터리', '용량', '전작', '대비', '20늘어난', '4000mAh', '기존', '히트파이프', '발열', '완화성능', '단계', '번', '여러개', '대용량', '프로그램', '실행', '발열', '편', '액세서리', '판매', '착탈식', '듀얼', '스크린', '갤럭시', 'S10', '5G', '모델', '대비해', '차별화', '요소', '2월', '스페', '바르셀로나', '폴더블폰', '대응', '폼팩터로', '전용', '액세서리', '듀얼', '스크린', '주목', '착탈식', '듀얼', '스크린', '스마트폰', '화면', '플립형태', '일반', '스마트폰', '커버', '스마트폰', '연동', '2개', '스마트폰', '독립적', '구동', '멀티태스킹', '가능', '사용자', '스마트폰', '영화', '듀얼', '스크린', '출연배우', '검색', '가능', '이외', '5G', '최적화', '게임', '대용량', '콘텐츠', '비롯', '구현', '데', '듀얼', '스크린', '유용', '회사', '측은', '5G', '스마트폰', '출시', '기념', '5월', '말', 'V50', '씽큐', '제품', '구매', '소비자', '듀얼스크린', '무상증정', '사전', '이벤트', '진행', '예정', '듀얼', '스크린', '가격', '21만9000원']"
